id,category,question,auto_label,reasoning,human_label,match
multihop-009,multi-hop,What ocean borders the country that invented sushi?,FAIL,"Claim 1 is grounded in the Sushi article which describes it as a traditional Japanese dish. Claims 3 and 4 are grounded in the Japan article which explicitly states these borders. However, Claim 2 is ungrounded - the Japan article does not describe the Pacific Ocean as bordering Japan to the east and south. Instead, it states Japan is 'Located in the Pacific Ocean' and extends 'from the Sea of Okhotsk in the north to the East China Sea in the south,' with the Sea of Japan to the west. The article does not explicitly state the Pacific Ocean forms the eastern and southern borders.",PASS,FALSE
multihop-010,multi-hop,What is the GDP of the country where the Amazon River originates?,FAIL,"The provided article is exclusively about the Amazon River and does not contain any information about Peru's economy, GDP, or economic sectors. Claims 3, 4, and 5 are completely ungrounded as they relate to Peru's economy, which is not discussed in the Amazon River article. Claim 1 is grounded as the article clearly states the Amazon originates in Peru. Claim 2 is partially ungrounded because while the article confirms the Andes Mountains origin, it does not specifically mention Arequipa as being near the source.",PASS,FALSE
nonsense-001,nonsense,What color is the number 7?,FAIL,"Claims 1, 2, and 3 are philosophical/mathematical statements about the nature of numbers that do not appear in the provided Wikipedia article on synesthesia. The article focuses on synesthesia as a neurological phenomenon and does not discuss whether numbers inherently have colors or possess physical properties. Claims 4 and 5 are clearly grounded in the article. Claim 6 is partially grounded - the article confirms individual variation in color associations, though it does mention some commonalities. Since claims 1-3 are ungrounded, the overall verdict is false.",PASS,FALSE
nonsense-002,nonsense,How much does a thought weigh?,FAIL,"Four of the six claims are not supported by the provided Wikipedia articles. Claims 1, 4, and 6 make assertions about the physical properties of thoughts (lack of weight, lack of measurable mass, inability to be weighed) that do not appear in either article. While the articles discuss the electrochemical basis of brain activity and the weight of the brain itself, they do not address whether thoughts themselves have or lack physical weight or mass. Claims 2, 3, and 5 are grounded in the articles' descriptions of neural activity and brain weight.",PASS,FALSE
nonsense-003,nonsense,What is the square root of a banana?,FAIL,"Claims 1, 4, 5, and 6 are not supported by the provided Wikipedia article. Claim 1 about banana weight is not mentioned. Claim 4 about popularity is not stated. Claim 5 about consumption statistics is not provided. Claim 6 is a mathematical fact unrelated to bananas and not in the article. Claims 2 and 3 are grounded in the article text.",PASS,FALSE
nonsense-004,nonsense,asdfkjhasdkfh,PASS,No Wikipedia sources cited — likely a refusal. No factual claims to verify groundedness.,PASS,TRUE
nonsense-005,nonsense,What time does the color blue start?,PASS,Both claims are directly supported by the Wikipedia article on Blue. The first claim is grounded in the statement that blue 'lies between violet and cyan on the spectrum of visible light.' The second claim is explicitly stated in the article's opening paragraph and repeated in the 'Optics and colour theory' section.,PASS,TRUE
nonsense-006,nonsense,Can silence be louder than noise?,FAIL,"Claims 1 and 3 are grounded in the article text. Claims 2, 4, 5, and 6 are not found in the provided Wikipedia article about Silence. The article does not discuss volume measurements, the phrase 'deafening silence,' acoustic definitions with decibel thresholds, or specific decibel measurements for human hearing thresholds. Therefore, the response fails the grounding check.",PASS,FALSE
nonsense-007,nonsense,How many corners does a circle have?,FAIL,"Only claim 2 is directly supported by the Wikipedia article. The article defines a circle as 'a shape consisting of all points in a plane that are at a given distance from a given point, the centre.' Claims 1, 3, 4, 5, and 6 are not explicitly stated in the provided article text, even though they may be intuitively true or derivable from the definition. The article does not use the terms 'corners,' 'vertices,' 'angles,' 'straight edges,' or describe the circle as 'perfectly smooth continuous curve.'",PASS,FALSE
nonsense-008,nonsense,What does purple taste like?,FAIL,"Claims 1 and 4 are not supported by the provided Synesthesia article. Claim 1 makes a general statement about purple and taste that is not addressed in the article. Claim 4 is about food marketing practices and color associations, which is entirely outside the scope of the synesthesia article provided. Claims 2 and 3 are grounded in the article's discussion of synesthesia as cross-sensory perception involving different sensory modalities.",PASS,FALSE
nonsense-009,nonsense,Why do rocks dream?,FAIL,"Claims 1, 4, 5, and 6 are UNGROUNDED because they are not supported by the provided articles. Claim 1 adds the qualifier 'in organisms with complex nervous systems' which is not stated in the Dream article. Claims 4, 5, and 6 make negative assertions about rocks that are not addressed anywhere in the Rock article. Claims 2 and 3 are GROUNDED as they are directly supported by the Rock article text.",PASS,FALSE
nonsense-010,nonsense,What is the meaning of blergflorp?,FAIL,Neither claim appears in the provided Wikipedia article on Philosophy. The article contains no mention of the term 'Blergflorp' or any definition related to simultaneous confusion and enlightenment. There is also no mention of Professor James Smith or any term being coined at Oxford University in 2015. Both claims are completely absent from the provided source material.,FAIL,TRUE
